rank,title,year,rating,duration,imdb_rating,genre,movie_url,popularity_score,oscar_wins,oscar_nominations,star_1,star_1_link,star_2,star_2_link,star_3,star_3_link
223,Hotel Rwanda,,PG-13,,8.1,"Biography, Drama, History",https://www.imdb.com/title/tt0395169/,3527.0,0,3,Don Cheadle,https://www.imdb.com/name/nm0000332/?ref_=tt_cst_t_1,Sophie Okonedo,https://www.imdb.com/name/nm0645683/?ref_=tt_cst_t_2,Joaquin Phoenix,https://www.imdb.com/name/nm0001618/?ref_=tt_cst_t_3
224,Jai Bhim,,Approved,,8.7,"Crime, Drama",https://www.imdb.com/title/tt15097216/,,0,0,Suriya,https://www.imdb.com/name/nm1421814/?ref_=tt_cst_t_1,Lijo Mol Jose,https://www.imdb.com/name/nm7934649/?ref_=tt_cst_t_2,Manikandan K.,https://www.imdb.com/name/nm8904193/?ref_=tt_cst_t_3
225,Platoon,,R,,8.1,"Drama, War",https://www.imdb.com/title/tt0091763/,519.0,4,0,Charlie Sheen,https://www.imdb.com/name/nm0000221/?ref_=tt_cst_t_1,Tom Berenger,https://www.imdb.com/name/nm0000297/?ref_=tt_cst_t_2,Willem Dafoe,https://www.imdb.com/name/nm0000353/?ref_=tt_cst_t_3
226,Before Sunset,,R,,8.1,"Drama, Romance",https://www.imdb.com/title/tt0381681/,3008.0,0,1,Ethan Hawke,https://www.imdb.com/name/nm0000160/?ref_=tt_cst_t_1,Julie Delpy,https://www.imdb.com/name/nm0000365/?ref_=tt_cst_t_2,Vernon Dobtcheff,https://www.imdb.com/name/nm0229943/?ref_=tt_cst_t_3
227,The Best Years of Our Lives,,Approved,,8.1,"Drama, Romance, War",https://www.imdb.com/title/tt0036868/,3910.0,7,0,Myrna Loy,https://www.imdb.com/name/nm0001485/?ref_=tt_cst_t_1,Dana Andrews,https://www.imdb.com/name/nm0000763/?ref_=tt_cst_t_2,Fredric March,https://www.imdb.com/name/nm0545298/?ref_=tt_cst_t_3
228,The Exorcist,,R,,8.1,Horror,https://www.imdb.com/title/tt0070047/,917.0,2,0,Ellen Burstyn,https://www.imdb.com/name/nm0000995/?ref_=tt_cst_t_1,Max von Sydow,https://www.imdb.com/name/nm0001884/?ref_=tt_cst_t_2,Linda Blair,https://www.imdb.com/name/nm0000304/?ref_=tt_cst_t_3
229,La passion de Jeanne d&apos;Arc,,Passed,,8.1,"Biography, Drama, History",https://www.imdb.com/title/tt0019254/,,0,0,Maria Falconetti,https://www.imdb.com/name/nm0266029/?ref_=tt_cst_t_1,Eugene Silvain,https://www.imdb.com/name/nm0798564/?ref_=tt_cst_t_2,André Berley,https://www.imdb.com/name/nm0075551/?ref_=tt_cst_t_3
230,The Wizard of Oz,,G,,8.1,"Adventure, Family, Fantasy",https://www.imdb.com/title/tt0032138/,410.0,2,0,Judy Garland,https://www.imdb.com/name/nm0000023/?ref_=tt_cst_t_1,Frank Morgan,https://www.imdb.com/name/nm0604656/?ref_=tt_cst_t_2,Ray Bolger,https://www.imdb.com/name/nm0001961/?ref_=tt_cst_t_3
231,The Incredibles,,PG,,8.0,"Animation, Action, Adventure",https://www.imdb.com/title/tt0317705/,613.0,2,0,Craig T. Nelson,https://www.imdb.com/name/nm0005266/?ref_=tt_cst_t_1,Samuel L. Jackson,https://www.imdb.com/name/nm0000168/?ref_=tt_cst_t_2,Holly Hunter,https://www.imdb.com/name/nm0000456/?ref_=tt_cst_t_3
232,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,,,,8.6,"Animation, Action, Fantasy",https://www.imdb.com/title/tt16492678/,,0,0,,,,,,
233,The Sound of Music,,G,,8.1,"Biography, Drama, Family",https://www.imdb.com/title/tt0059742/,415.0,5,0,Julie Andrews,https://www.imdb.com/name/nm0000267/?ref_=tt_cst_t_1,Christopher Plummer,https://www.imdb.com/name/nm0001626/?ref_=tt_cst_t_2,Eleanor Parker,https://www.imdb.com/name/nm0662223/?ref_=tt_cst_t_3
234,Rush,,R,,8.1,"Biography, Drama, Sport",https://www.imdb.com/title/tt1979320/,1530.0,1,0,Daniel Brühl,https://www.imdb.com/name/nm0117709/?ref_=tt_cst_t_1,Chris Hemsworth,https://www.imdb.com/name/nm1165110/?ref_=tt_cst_t_2,Olivia Wilde,https://www.imdb.com/name/nm1312575/?ref_=tt_cst_t_3
235,Hachi: A Dog&apos;s Tale,,G,,8.1,"Biography, Drama, Family",https://www.imdb.com/title/tt1028532/,1796.0,0,0,Richard Gere,https://www.imdb.com/name/nm0000152/?ref_=tt_cst_t_1,Joan Allen,https://www.imdb.com/name/nm0000260/?ref_=tt_cst_t_2,Cary-Hiroyuki Tagawa,https://www.imdb.com/name/nm0846480/?ref_=tt_cst_t_3
236,Stand by Me,,R,,8.1,"Adventure, Comedy, Drama",https://www.imdb.com/title/tt0092005/,404.0,0,1,Wil Wheaton,https://www.imdb.com/name/nm0000696/?ref_=tt_cst_t_1,River Phoenix,https://www.imdb.com/name/nm0000203/?ref_=tt_cst_t_2,Corey Feldman,https://www.imdb.com/name/nm0000397/?ref_=tt_cst_t_3
237,Network,,R,,8.1,Drama,https://www.imdb.com/title/tt0074958/,1553.0,4,0,Faye Dunaway,https://www.imdb.com/name/nm0001159/?ref_=tt_cst_t_1,William Holden,https://www.imdb.com/name/nm0000034/?ref_=tt_cst_t_2,Peter Finch,https://www.imdb.com/name/nm0002075/?ref_=tt_cst_t_3
238,Babam ve Oglum,,Not Rated,,8.2,"Drama, Family",https://www.imdb.com/title/tt0476735/,,0,0,Çetin Tekindor,https://www.imdb.com/name/nm1002038/?ref_=tt_cst_t_1,Fikret Kuskan,https://www.imdb.com/name/nm0476334/?ref_=tt_cst_t_2,Hümeyra,https://www.imdb.com/name/nm0406157/?ref_=tt_cst_t_3
239,Ah-ga-ssi,,Not Rated,,8.1,"Drama, Romance, Thriller",https://www.imdb.com/title/tt4016934/,485.0,1,0,Kim Min-hee,https://www.imdb.com/name/nm1195119/?ref_=tt_cst_t_1,Ha Jung-woo,https://www.imdb.com/name/nm1978402/?ref_=tt_cst_t_2,Cho Jin-woong,https://www.imdb.com/name/nm2437361/?ref_=tt_cst_t_3
240,The Iron Giant,,PG,,8.1,"Animation, Action, Adventure",https://www.imdb.com/title/tt0129167/,2719.0,1,0,Eli Marienthal,https://www.imdb.com/name/nm0547349/?ref_=tt_cst_t_1,Harry Connick Jr.,https://www.imdb.com/name/nm0001065/?ref_=tt_cst_t_2,Jennifer Aniston,https://www.imdb.com/name/nm0000098/?ref_=tt_cst_t_3
241,To Be or Not to Be,,Approved,,8.1,"Comedy, Romance, War",https://www.imdb.com/title/tt0035446/,,0,1,Carole Lombard,https://www.imdb.com/name/nm0001479/?ref_=tt_cst_t_1,Jack Benny,https://www.imdb.com/name/nm0000912/?ref_=tt_cst_t_2,Robert Stack,https://www.imdb.com/name/nm0821041/?ref_=tt_cst_t_3
242,La battaglia di Algeri,,Not Rated,,8.1,"Drama, War",https://www.imdb.com/title/tt0058946/,,0,3,Brahim Hadjadj,https://www.imdb.com/name/nm0352835/?ref_=tt_cst_t_1,Jean Martin,https://www.imdb.com/name/nm0552483/?ref_=tt_cst_t_2,Yacef Saadi,https://www.imdb.com/name/nm0754272/?ref_=tt_cst_t_3
243,Into the Wild,,R,,8.1,"Adventure, Biography, Drama",https://www.imdb.com/title/tt0758758/,693.0,0,2,Emile Hirsch,https://www.imdb.com/name/nm0386472/?ref_=tt_cst_t_1,Vince Vaughn,https://www.imdb.com/name/nm0000681/?ref_=tt_cst_t_2,Catherine Keener,https://www.imdb.com/name/nm0001416/?ref_=tt_cst_t_3
244,The Grapes of Wrath,,Approved,,8.1,Drama,https://www.imdb.com/title/tt0032551/,3106.0,2,0,Henry Fonda,https://www.imdb.com/name/nm0000020/?ref_=tt_cst_t_1,Jane Darwell,https://www.imdb.com/name/nm0002034/?ref_=tt_cst_t_2,John Carradine,https://www.imdb.com/name/nm0001017/?ref_=tt_cst_t_3
245,Groundhog Day,,PG,,8.0,"Comedy, Drama, Fantasy",https://www.imdb.com/title/tt0107048/,1078.0,1,0,Bill Murray,https://www.imdb.com/name/nm0000195/?ref_=tt_cst_t_1,Andie MacDowell,https://www.imdb.com/name/nm0000510/?ref_=tt_cst_t_2,Chris Elliott,https://www.imdb.com/name/nm0254402/?ref_=tt_cst_t_3
246,Koe no katachi,,Not Rated,,8.1,"Animation, Drama",https://www.imdb.com/title/tt5323662/,1755.0,0,0,Miyu Irino,https://www.imdb.com/name/nm0997115/?ref_=tt_cst_t_1,Saori Hayami,https://www.imdb.com/name/nm2977461/?ref_=tt_cst_t_2,Aoi Yûki,https://www.imdb.com/name/nm2976492/?ref_=tt_cst_t_3
247,The Help,,PG-13,,8.1,Drama,https://www.imdb.com/title/tt1454029/,443.0,1,0,Viola Davis,https://www.imdb.com/name/nm0205626/?ref_=tt_cst_t_1,Emma Stone,https://www.imdb.com/name/nm1297015/?ref_=tt_cst_t_2,Octavia Spencer,https://www.imdb.com/name/nm0818055/?ref_=tt_cst_t_3
248,Amores perros,,R,,8.0,"Drama, Thriller",https://www.imdb.com/title/tt0245712/,1789.0,0,1,Emilio Echevarría,https://www.imdb.com/name/nm0248408/?ref_=tt_cst_t_1,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=tt_cst_t_2,Goya Toledo,https://www.imdb.com/name/nm0865949/?ref_=tt_cst_t_3
249,Rebecca,,Approved,,8.1,"Drama, Mystery, Romance",https://www.imdb.com/title/tt0032976/,1950.0,2,0,Laurence Olivier,https://www.imdb.com/name/nm0000059/?ref_=tt_cst_t_1,Joan Fontaine,https://www.imdb.com/name/nm0000021/?ref_=tt_cst_t_2,George Sanders,https://www.imdb.com/name/nm0001695/?ref_=tt_cst_t_3
250,Gangs of Wasseypur,,Not Rated,,8.2,"Action, Comedy, Crime",https://www.imdb.com/title/tt1954470/,,0,0,Manoj Bajpayee,https://www.imdb.com/name/nm0048075/?ref_=tt_cst_t_1,Nawazuddin Siddiqui,https://www.imdb.com/name/nm1596350/?ref_=tt_cst_t_2,Tigmanshu Dhulia,https://www.imdb.com/name/nm0223606/?ref_=tt_cst_t_3
